AU01677 	12 M Routine Maint. of Grant St Vent Station Fan
AU01706 	Once all testing and tagging has been completed please notify the
AU01706 	Electrical Team Leader who will arrange for the form TMF-3012-OP-0045 tobe
AU01706 	updated
AU01706 	Red:     Jan - March
AU01706 	Green:   April - June
AU01706 	Blue:    July - Sept
AU01706 	Yellow:  Oct - Dec
AU01955 	06 M Inspection of personnel safety equipment
AU01955 	
AU01955 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU01955 	1. Collect and or access all safety equipment.
AU01955 	2. Inspection of Harnesses / lanyards  / slings and webbing type
AU01955 	equipment.
AU01955 	   (a) Lay harness / lanyard / slings on a flat surface.
AU01955 	   (b) Visually check each harness / lanyard  / slings for defects.
AU01955 	"      (i) Check the full extent of the webbing for cuts, burns,"
AU01955 	"excessive abrasion, chemical"
AU01955 	"           damage, worn or crushed fibres."
AU01955 	      (ii) Visually check all sewn joints and the stitching for damage
AU01955 	or any evidence of the joint
AU01955 	            effectiveness being reduced.
AU01955 	      (iii) Hold the webbing in one hand and with the other hand
AU01955 	feelingthe total length of the
AU01955 	"             webbing, feeling for worn, crushed fibres or any imbedded"
AU01955 	foreign objects.
AU01955 	      (iv) Hold the webbing with hands 200mm to 300mm apart bend into a
AU01955 	"U"""" in both directions"
AU01955 	            this tensioning will highlight any problem areas.  Look for
AU01955 	sharp or imbedded objects
AU01955 	            or objects stuck to the webbing.
AU01955 	"      (v) Check all buckles, metal adjusters, metal keepers, oval links"
AU01955 	and any other sundry
AU01955 	           hardware attached to the harnesses / lanyards are all in
AU01955 	perfect working condition and
AU01955 	"           have no distortion, rust, cracks or missing components."
AU01955 	     (vi) The  items deemed to be unsafe for use shall have the old
AU01955 	inspection label removed
AU01955 	"            and a CAUTION LABEL affixed then, their repair arranged or"
AU01955 	their disposal.
AU01955 	"     (vi) For items that are found to be of  undamaged, remove old"
AU01955 	inspection label and install
AU01955 	           new label indicating a successful inspection.
AU01955 	3. (a)  For the various singular items of safety hardware which
AU01955 	"includesbuckles, metal"
AU01955 	"           adjusters, metal keepers, oval links and any other sundry"
AU01955 	hardware are all in perfect
AU01955 	"            working condition and have no distortion, rust, cracks or"
AU01955 	missing components.
AU01955 	   (b)  The  items deemed to be unsafe for use shall have the old label
AU01955 	removed and a
AU01955 	           CAUTION LABEL affixed then their repair arranged or their
AU01955 	disposal.
AU01955 	   (c) Remove old label and install new label indicating a successful
AU01955 	inspection.
AU01955 	4. Record the result of each inspection for all inspected on form
AU01955 	SAFETYEQUIPMENT
AU01955 	    INSPECTION  REPORT - TMF-3012-OP-0274.
AU01955 	5. Return all tested items to their place of storage on completion.
AU01955 	"6. If required raise a new job sheet for repair, disposal and or"
AU01955 	re-purchase.  Charging the
AU01955 	   costs to the appropriate stores item number for the item found to be
AU01955 	"damaged. """
AU01988 	03 M Test BB swing stage generators for operation
AU01988 	
AU01988 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU01988 	1. Test operation of the two portable generators for the Bolte Bridge
AU01988 	Swing Stage.
AU01988 	2. Ensure the generators are located in a well ventilated area.
AU01988 	3. Check the generators for leaks of fuel.  [_ _]
AU01988 	4. Check the generators for leaks of lubricating oils.  [_ _]
AU01988 	5. Check the batteries for correct electrolyte level.   [_ _]
AU01988 	6. Check the generators for sufficient fuel (Diesel fuel).  [_ _]
AU01988 	7. Check the generator sumps for sufficient lubricating oil.   [_ _]
AU01988 	"8. Top up the battery electrolyte, Diesel fuel or the sump lubricating"
AU01988 	oil if any is low.    [_ _]
AU01988 	9. Run the generators for approximately 15 minutes.    [_ _]
AU01988 	"10. Record in the Work Done area of the job sheet any leaks found, or"
AU01988 	any replenishment of
AU01988 	"     oils, fuel and battery electrolyte has been performed."
AU01988 	11. Record in the Work Done area of the jobsheet any outstanding works
AU01988 	required..  Raise
AU01988 	"     a new jobsheet for any works that are required. """
AU02199 	12 M Calibrate & Certify the insulation resistance tester
AU02199 	
AU02199 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02199 	"1. Organise, order and the delivery of the Insulation resistance tester"
AU02199 	for Calibration to
AU02199 	    Y3KEnergy  for calibration.
AU02199 	2. Arrange pickup of the Insualtion resistance Tester when the
AU02199 	calibration is complete.
AU02199 	"3. Records in the Work Done area of the jobsheet, the name of the"
AU02199 	Testing Authority and
AU02199 	   testing Authorities reference number.
AU02199 	4. File Calibration report in File 27.1  under the appropriate section
AU02199 	Record Details Below
AU02199 	Name of testing Authority:
AU02199 	"Testing Authoriy's Reference Number:"""
AU02199 	NOTE: Where equipment requiring testing or calibration is sent
AU02199 	"      off site for calibration, please record the in the Work"
AU02199 	      Order the date equipment was sent out.
AU02094 	12 M Calibrate & Certify  RCD earth leakage tester
AU02094 	
AU02094 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02094 	1. Arrange a test to confirm suitability of the appliance tester (RCCB
AU02094 	Tester )
AU02094 	   to comply with manufacturers specifications:
AU02094 	   (a) Clipsal RCCB Digital Tester  Serial No. 0918731
AU02094 	2. Testing authority to provide a written report of the test results.
AU02094 	"3. Record in the Work Done area of the Job sheet, the name of the"
AU02094 	Testing Authority and
AU02094 	    Testing Authority's Reference Number.
AU02094 	4. The test report is to be returned to the Electrical Electronic Team
AU02094 	Leader for any actions
AU02094 	    and filing in File 27.1 TM025029 - RCCB Calibration Tester
AU02094 	Record Details Below
AU02094 	Name of Testing Authorrity:
AU02094 	"Testing Authority's Reference Number:"""
AU02094 	NOTE: Where equipment requiring testing or calibration is sent
AU02094 	"      off site for calibration, please record the in the Work"
AU02094 	      Order the date equipment was sent out.
AU02025 	12 M Calibrate & Certify the Extensometer Calibrator
AU02025 	
AU02025 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02025 	1. Organise and order and delivery of Extensometer measuring meter for
AU02025 	Calibration to         Geo Technical  for calibration.
AU02025 	2. Arrange pickup of the Extensometer when the calibration is complete.
AU02025 	"3. Records in the Work Done area of the jobsheet, the name of the"
AU02025 	Testing Authority and
AU02025 	   testing Authorities reference number.
AU02025 	4. File Calibration report in File 27.1  (TM025174) Exstensometer
AU02025 	Record Details Below
AU02025 	Name of testing Authority:
AU02025 	"Testing Authoriy's Reference Number:"""
AU01863 	06 M Calibrate & Certify Portable Gas Detection Device.
AU01863 	
AU01863 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU01863 	1. Organise for Corke Instruments to Calibrate the gas detector unit.
AU01863 	2. Arrange pickup of the Gas detector when the calibration is complete
AU01863 	3. Record in the Works Done area of thge job sheet the Testing
AU01863 	Authority's Name and
AU01863 	    the Testing Authority's reference Number.
AU01863 	4. File Calibration Report in File 27.1
AU01863 	    GX-68 Gas Detector  TM025024  or
AU01863 	    GX-68 Gas Detector  TM025188  or
AU01863 	    GX-2001 Gas Detector  TM025209  or
AU01863 	    GX-2001 Gas Detector  TM025210  or
AU01863 	    GW-2C Gas Detector  TM025308  or
AU01863 	    GW-2C(ex) Gas Detector  TM025309  or
AU01863 	    MultiPro 4 Gas Detector  TM025370  respectively
AU01863 	Record Details Below
AU01863 	Testing Authority's Name:
AU01863 	"Testeing Authority's reference Number:"""
AU01863 	NOTE: Where equipment requiring testing or calibration is sent
AU01863 	"      off site for calibration, please record the in the Work"
AU01863 	      Order the date equipment was sent out.
AU02074 	12 M Calibrate & Certify  Appliance Tester
AU02074 	
AU02074 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02074 	1. Arrange a test to confirm suitability of the appliance tester
AU02074 	(Electromate S. No. T3327)
AU02074 	   to comply with manufacturers specifications:
AU02074 	   (a) Electromate Appliance Tester Model TNT Serial No. 3327
AU02074 	2. Testing authority to provide a written report of the test results.
AU02074 	"3. Record in the Work Done area of the Job sheet, the name of the"
AU02074 	Testing Authority and
AU02074 	    Testing Authority's Reference Number.
AU02074 	4. The test report is to be returned to the Electrical Electronic Team
AU02074 	Leader for any  actions
AU02074 	    and filing in File 27.1 TM025307 Applaince Tester.
AU02074 	Record Details
AU02074 	Name of Testing Authorrity:
AU02074 	"Testing Authority's Reference Number:"""
AU02074 	NOTE: Where equipment requiring testing or calibration is sent
AU02074 	"      off site for calibration, please record the in the Work"
AU02074 	      Order the date equipment was sent out.
AU02200 	12 M Calibrate & Certify the Multi -Meter tester
AU02200 	
AU02200 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02200 	"1. Organise, order and the delivery of the Multi-meter tester for"
AU02200 	Calibration to
AU02200 	    Y3KEnergy  for calibration.
AU02200 	2. Arrange pickup of the Multi-meter when the calibration is complete.
AU02200 	"3. Records in the Work Done area of the jobsheet, the name of the"
AU02200 	Testing Authority and
AU02200 	   testing Authorities reference number.
AU02200 	4. File Calibration report in File 27.1  under the appropriate section
AU02200 	Record Details Below
AU02200 	Name of testing Authority:
AU02200 	"Testing Authoriy's Reference Number:"""
AU02200 	NOTE: Where equipment requiring testing or calibration is sent
AU02200 	"      off site for calibration, please record the in the Work"
AU02200 	      Order the date equipment was sent out.
AU01929 	03 M Arrange service of EWP
AU01929 	
AU01929 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU01929 	1. Arrange hire of 23m Boom EWP vehicle for duration of service of
AU01929 	vehicle WXK 385
AU01929 	2. Arrange delivery to and the service of the Elevated Work Platform
AU01929 	vehicle WXK 385.
AU01929 	3. Coordinate the scheduling of jobs requiring the 23m boom.
AU01929 	4. If sub contractor costs are unknown use the amount entered in the
AU01929 	Estimated Job Costs as an
AU01929 	   additional cost in the transactions.  Use Sub-contractor Costs -
AU01929 	"Outside Services."""
AU01976 	06 M Service Hiab crane on truck.
AU01976 	Service of this crane is carried out by Westar Trucks - Isuzo Service.
AU01976 	 This job is to be arranged
AU01976 	at the same time as the next 10k service.
AU01976 	
AU01976 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU01976 	1. Carry out service on Hiab crane 011-1 on tipper.
AU01976 	   (a)  Check Hydraulic Oil level
AU01976 	   (b)  Grease & lubricate crane mechanisms
AU01976 	"   (c)  Check the worm gear for axial movement, adjust to minimise if"
AU01976 	movement is  found.
AU01976 	"2. When this service falls in the months July to December, Drain and"
AU01976 	remove hydraulic oil and
AU01976 	    recharge with new hydraulic oil.
AU01977 	12 M Calibrate & Certify Pressure Meter PS-9302 Transducer
AU01977 	
AU01977 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU01977 	1. Organise and order and delivery of  PS Pressure Calibrator to Corke
AU01977 	Instruments for
AU01977 	   calibration.
AU01977 	2. Arrange pickup of PS Calibrator when calibration is complete.
AU01977 	3. Record in the Work Done area of the Jobsheet the Testing Authority's
AU01977 	name and the
AU01977 	  Testing Athority's Reference Number
AU01977 	4. Return  the completed jobsheet to the Electrical Supervisor or his
AU01977 	representative to
AU01977 	"   File Calibration report in File 27.1 - """"PS TS153136"""""
AU01977 	Enter recording below
AU01977 	Testing Authority's Name:
AU01977 	"Testing Athority's Reference Number:"""
AU01977 	NOTE: Where equipment requiring testing or calibration is sent
AU01977 	"      off site for calibration, please record the in the Work"
AU01977 	      Order the date equipment was sent out.
AU01932 	12 M Lvl 1 & 2 inspect of vehicle fire extinguishers
AU01932 	
AU01932 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU01932 	"1. The fire extinguisher Levels 1 & 2, inspection & service shall be"
AU01932 	carried out by the
AU01932 	    sub-contractor in the presence of the electrical / electronic
AU01932 	technician.   Work shall be carried
AU01932 	    out in conjunction with the planned 06 M inspection of fire alarm
AU01932 	panels.
AU01932 	2. Fire extinguisher inspection shall be carried out in accordance with
AU01932 	"AS 1851,"
AU01932 	"   Part 2, level 1 & 2 ."
AU01932 	"3. Location and numbers of extinguishers is shown on TMF-3012-OP-0252,"
AU01932 	FIRE HOSE AND
AU01932 	"    EXTINGUISHER INSPECTION - 12 MONTH - VEHICLE MOUNTED"""""
AU01932 	"4. Reference drawings include SLG-FS-30900 to SLG-FS-30911, setting out"
AU01932 	Emergency
AU01932 	   Management Plan.
AU01932 	5. Record details of the inspection for each fire extinguisher on
AU01932 	"TMF-3012-OP-0252, """"FIRE"
AU01932 	"   HOSE AND EXTINGUISHER INSPECTION - 12 MONTH - VEHICLE MOUNTED"""""
AU01932 	"6. Record the sub-contractors inspection report No. in the """" Work Done"
AU01932 	 area of the job sheet.
AU01932 	"7. Record anything outside normal parameters in the """"Work Done"""" area"
AU01932 	of the job sheet.
AU01933 	12 M Lvl 1inspect of vehicle fire extinguishers
AU01933 	
AU01933 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU01933 	1. The fire extinguisher Level 1 inspection & service shall be carried
AU01933 	out by the
AU01933 	    sub-contractor in the presence of the electrical / electronic
AU01933 	technician.   Work shall be carried
AU01933 	    out in conjunction with the planned 06 M inspection of fire alarm
AU01933 	panels.
AU01933 	2. Fire extinguisher inspection shall be carried out in accordance with
AU01933 	"AS 1851,"
AU01933 	"   Part 2, level 1 & 2 ."
AU01933 	"3. Location and numbers of extinguishers is shown on TMF-3012-OP-0252,"
AU01933 	FIRE HOSE AND
AU01933 	"    EXTINGUISHER INSPECTION - 12 MONTH - VEHICLE MOUNTED"""""
AU01933 	"4. Reference drawings include SLG-FS-30900 to SLG-FS-30911, setting out"
AU01933 	Emergency
AU01933 	   Management Plan.
AU01933 	5. Record details of the inspection for each fire extinguisher on
AU01933 	"TMF-3012-OP-0252, """"FIRE"
AU01933 	"   HOSE AND EXTINGUISHER INSPECTION - 12 MONTH - VEHICLE MOUNTED"""""
AU01933 	"6. Record the sub-contractors inspection report No. in the """" Work Done"
AU01933 	 area of the job sheet.
AU01933 	"7. Record anything outside normal parameters in the """"Work Done"""" area"
